,item,a,b,real,alt,passage,condition,first_mention,mentions_real,mentions_alt,stim_number,knowledge_cue
208,candy,Ben,Sonja,top,bottom,"It is Ben's birthday, and their auntie pops in to give them a box of candy. Ben considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Ben's greedy sibling Sonja comes in and asks Ben: “Where have you put your candy, in your bottom drawer?” Ben does not want Sonja to find the candy. Ben says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
209,candy,Ben,Sonja,bottom,top,"It is Ben's birthday, and their auntie pops in to give them a box of candy. Ben considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Ben's greedy sibling Sonja comes in and asks Ben: “Where have you put your candy, in your top drawer?” Ben does not want Sonja to find the candy. Ben says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
210,candy,Ben,Pamela,top,bottom,"It is Ben's birthday, and their auntie pops in to give them a box of candy. Ben considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Ben's greedy sibling Pamela comes in and asks Ben: “Where have you put your candy, in your bottom drawer?” Ben does not want Pamela to find the candy. Ben says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
211,candy,Ben,Pamela,bottom,top,"It is Ben's birthday, and their auntie pops in to give them a box of candy. Ben considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Ben's greedy sibling Pamela comes in and asks Ben: “Where have you put your candy, in your top drawer?” Ben does not want Pamela to find the candy. Ben says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
212,candy,Antonio,James,top,bottom,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Antonio's greedy sibling James comes in and asks Antonio: “Where have you put your candy, in your bottom drawer?” Antonio does not want James to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
213,candy,Antonio,James,bottom,top,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Antonio's greedy sibling James comes in and asks Antonio: “Where have you put your candy, in your top drawer?” Antonio does not want James to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
214,candy,Antonio,Lisa,top,bottom,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Antonio's greedy sibling Lisa comes in and asks Antonio: “Where have you put your candy, in your bottom drawer?” Antonio does not want Lisa to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
215,candy,Antonio,Lisa,bottom,top,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Antonio's greedy sibling Lisa comes in and asks Antonio: “Where have you put your candy, in your top drawer?” Antonio does not want Lisa to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit
216,chocolates,Sonja,Tyler,top,bottom,"It is Sonja's birthday, and their auntie pops in to give her a box of chocolates. Sonja considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Tyler comes in and asks Sonja: “Where have you put your chocolates, in your bottom drawer?” Sonja wants to share the chocolates with Tyler. Sonja says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
217,chocolates,Sonja,Tyler,bottom,top,"It is Sonja's birthday, and their auntie pops in to give her a box of chocolates. Sonja considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Tyler comes in and asks Sonja: “Where have you put your chocolates, in your top drawer?” Sonja wants to share the chocolates with Tyler. Sonja says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
218,chocolates,Sonja,Lisa,top,bottom,"It is Sonja's birthday, and their auntie pops in to give her a box of chocolates. Sonja considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Lisa comes in and asks Sonja: “Where have you put your chocolates, in your bottom drawer?” Sonja wants to share the chocolates with Lisa. Sonja says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
219,chocolates,Sonja,Lisa,bottom,top,"It is Sonja's birthday, and their auntie pops in to give her a box of chocolates. Sonja considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Lisa comes in and asks Sonja: “Where have you put your chocolates, in your top drawer?” Sonja wants to share the chocolates with Lisa. Sonja says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
220,chocolates,Antonio,Ben,top,bottom,"It is Antonio's birthday, and their auntie pops in to give her a box of chocolates. Antonio considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Antonio's sweet sibling Ben comes in and asks Antonio: “Where have you put your chocolates, in your bottom drawer?” Antonio wants to share the chocolates with Ben. Antonio says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
221,chocolates,Antonio,Ben,bottom,top,"It is Antonio's birthday, and their auntie pops in to give her a box of chocolates. Antonio considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Antonio's sweet sibling Ben comes in and asks Antonio: “Where have you put your chocolates, in your top drawer?” Antonio wants to share the chocolates with Ben. Antonio says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
222,chocolates,Antonio,James,top,bottom,"It is Antonio's birthday, and their auntie pops in to give her a box of chocolates. Antonio considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Antonio's sweet sibling James comes in and asks Antonio: “Where have you put your chocolates, in your bottom drawer?” Antonio wants to share the chocolates with James. Antonio says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
223,chocolates,Antonio,James,bottom,top,"It is Antonio's birthday, and their auntie pops in to give her a box of chocolates. Antonio considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Antonio's sweet sibling James comes in and asks Antonio: “Where have you put your chocolates, in your top drawer?” Antonio wants to share the chocolates with James. Antonio says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
224,sweets,Marta,Antonio,top,bottom,"It is Marta's birthday, and their auntie pops in to give her a box of sweets. Marta considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, Marta's sweet sibling Antonio comes in and asks Marta: “Where have you put your sweets, in your bottom drawer?” Marta wants to share the sweets with Antonio. Marta says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
225,sweets,Marta,Antonio,bottom,top,"It is Marta's birthday, and their auntie pops in to give her a box of sweets. Marta considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, Marta's sweet sibling Antonio comes in and asks Marta: “Where have you put your sweets, in your top drawer?” Marta wants to share the sweets with Antonio. Marta says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
226,sweets,Marta,Sean,top,bottom,"It is Marta's birthday, and their auntie pops in to give her a box of sweets. Marta considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, Marta's sweet sibling Sean comes in and asks Marta: “Where have you put your sweets, in your bottom drawer?” Marta wants to share the sweets with Sean. Marta says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
227,sweets,Marta,Sean,bottom,top,"It is Marta's birthday, and their auntie pops in to give her a box of sweets. Marta considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, Marta's sweet sibling Sean comes in and asks Marta: “Where have you put your sweets, in your top drawer?” Marta wants to share the sweets with Sean. Marta says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
228,sweets,Sean,Tyler,top,bottom,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, Sean's sweet sibling Tyler comes in and asks Sean: “Where have you put your sweets, in your bottom drawer?” Sean wants to share the sweets with Tyler. Sean says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
229,sweets,Sean,Tyler,bottom,top,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, Sean's sweet sibling Tyler comes in and asks Sean: “Where have you put your sweets, in your top drawer?” Sean wants to share the sweets with Tyler. Sean says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
230,sweets,Sean,Cameron,top,bottom,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, Sean's sweet sibling Cameron comes in and asks Sean: “Where have you put your sweets, in your bottom drawer?” Sean wants to share the sweets with Cameron. Sean says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
231,sweets,Sean,Cameron,bottom,top,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, Sean's sweet sibling Cameron comes in and asks Sean: “Where have you put your sweets, in your top drawer?” Sean wants to share the sweets with Cameron. Sean says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
232,candy,Tyler,Pamela,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Tyler's sweet sibling Pamela comes in and asks Tyler: “Where have you put your candy, in your bottom drawer?” Tyler wants to share the candy with Pamela. Tyler says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
233,candy,Tyler,Pamela,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Tyler's sweet sibling Pamela comes in and asks Tyler: “Where have you put your candy, in your top drawer?” Tyler wants to share the candy with Pamela. Tyler says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
234,candy,Tyler,Sean,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Tyler's sweet sibling Sean comes in and asks Tyler: “Where have you put your candy, in your bottom drawer?” Tyler wants to share the candy with Sean. Tyler says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
235,candy,Tyler,Sean,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Tyler's sweet sibling Sean comes in and asks Tyler: “Where have you put your candy, in your top drawer?” Tyler wants to share the candy with Sean. Tyler says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
236,candy,Sonja,Cameron,top,bottom,"It is Sonja's birthday, and their auntie pops in to give her a box of candy. Sonja considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Cameron comes in and asks Sonja: “Where have you put your candy, in your bottom drawer?” Sonja wants to share the candy with Cameron. Sonja says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
237,candy,Sonja,Cameron,bottom,top,"It is Sonja's birthday, and their auntie pops in to give her a box of candy. Sonja considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Cameron comes in and asks Sonja: “Where have you put your candy, in your top drawer?” Sonja wants to share the candy with Cameron. Sonja says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
238,candy,Sonja,Catherine,top,bottom,"It is Sonja's birthday, and their auntie pops in to give her a box of candy. Sonja considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Catherine comes in and asks Sonja: “Where have you put your candy, in your bottom drawer?” Sonja wants to share the candy with Catherine. Sonja says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
239,candy,Sonja,Catherine,bottom,top,"It is Sonja's birthday, and their auntie pops in to give her a box of candy. Sonja considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Catherine comes in and asks Sonja: “Where have you put your candy, in your top drawer?” Sonja wants to share the candy with Catherine. Sonja says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit
