,Item,Condition,Condition code,Scenario,Modified,First_mention,Recent_mention,prior_mentions_start,prior_mentions_end,num_sentences
1857,93,4,FB-IC,"Brad passed by the bedroom. Brad fed the baby and put the bib down in the bedroom.  While Brad was out for a run, Angelina moved the bib to the kitchen. When Brad wanted to use the bib he looked in the kitchen.",Yes,Start,End,2,1,4
1858,93,4,FB-IC,"Brad fed the baby and put the bib down in the bedroom.  While Brad was out for a run, Angelina moved the bib to the kitchen. Brad was near the bedroom. When Brad wanted to use the bib he looked in the kitchen.",Yes,Start,Start,2,1,4
1859,93,4,FB-IC,"Brad fed the baby and put the bib down in the bedroom.  While Brad was out for a run, Angelina moved the bib to the kitchen. Brad was near the kitchen. When Brad wanted to use the bib he looked in the kitchen.",Yes,Start,End,1,2,4
1860,94,1,TB-C,"Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. When Katie wanted to use the camera she looked in the jacket.",No,Start,End,1,1,3
1861,94,1,TB-C,"Katie passed by the jacket. Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. When Katie wanted to use the camera she looked in the jacket.",Yes,End,End,1,2,4
1862,94,1,TB-C,"Katie passed by the bag. Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. When Katie wanted to use the camera she looked in the jacket.",Yes,Start,End,2,1,4
1863,94,1,TB-C,"Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. Katie was near the bag. When Katie wanted to use the camera she looked in the jacket.",Yes,Start,Start,2,1,4
1864,94,1,TB-C,"Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. Katie was near the jacket. When Katie wanted to use the camera she looked in the jacket.",Yes,Start,End,1,2,4
1865,94,2,TB-IC,"Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. When Katie wanted to use the camera she looked in the bag.",No,Start,End,1,1,3
1866,94,2,TB-IC,"Katie passed by the jacket. Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. When Katie wanted to use the camera she looked in the bag.",Yes,End,End,1,2,4
1867,94,2,TB-IC,"Katie passed by the bag. Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. When Katie wanted to use the camera she looked in the bag.",Yes,Start,End,2,1,4
1868,94,2,TB-IC,"Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. Katie was near the bag. When Katie wanted to use the camera she looked in the bag.",Yes,Start,Start,2,1,4
1869,94,2,TB-IC,"Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. Katie was near the jacket. When Katie wanted to use the camera she looked in the bag.",Yes,Start,End,1,2,4
1870,94,3,FB-C,"Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. When Katie wanted to use the camera she looked in the bag.",No,Start,End,1,1,3
1871,94,3,FB-C,"Katie passed by the jacket. Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. When Katie wanted to use the camera she looked in the bag.",Yes,End,End,1,2,4
1872,94,3,FB-C,"Katie passed by the bag. Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. When Katie wanted to use the camera she looked in the bag.",Yes,Start,End,2,1,4
1873,94,3,FB-C,"Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. Katie was near the bag. When Katie wanted to use the camera she looked in the bag.",Yes,Start,Start,2,1,4
1874,94,3,FB-C,"Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. Katie was near the jacket. When Katie wanted to use the camera she looked in the bag.",Yes,Start,End,1,2,4
1875,94,4,FB-IC,"Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. When Katie wanted to use the camera she looked in the jacket.",No,Start,End,1,1,3
1876,94,4,FB-IC,"Katie passed by the jacket. Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. When Katie wanted to use the camera she looked in the jacket.",Yes,End,End,1,2,4
1877,94,4,FB-IC,"Katie passed by the bag. Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. When Katie wanted to use the camera she looked in the jacket.",Yes,Start,End,2,1,4
1878,94,4,FB-IC,"Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. Katie was near the bag. When Katie wanted to use the camera she looked in the jacket.",Yes,Start,Start,2,1,4
1879,94,4,FB-IC,"Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. Katie was near the jacket. When Katie wanted to use the camera she looked in the jacket.",Yes,Start,End,1,2,4
1880,95,1,TB-C,"Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. When Nick wanted to drink more champagne he looked on the tray.",No,Start,End,1,1,3
1881,95,1,TB-C,"Nick passed by the tray. Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. When Nick wanted to drink more champagne he looked on the tray.",Yes,End,End,1,2,4
1882,95,1,TB-C,"Nick passed by the ledge. Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. When Nick wanted to drink more champagne he looked on the tray.",Yes,Start,End,2,1,4
1883,95,1,TB-C,"Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. Nick was near the ledge. When Nick wanted to drink more champagne he looked on the tray.",Yes,Start,Start,2,1,4
1884,95,1,TB-C,"Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. Nick was near the tray. When Nick wanted to drink more champagne he looked on the tray.",Yes,Start,End,1,2,4
1885,95,2,TB-IC,"Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. When Nick wanted to drink more champagne he looked on the ledge.",No,Start,End,1,1,3
1886,95,2,TB-IC,"Nick passed by the tray. Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. When Nick wanted to drink more champagne he looked on the ledge.",Yes,End,End,1,2,4
1887,95,2,TB-IC,"Nick passed by the ledge. Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. When Nick wanted to drink more champagne he looked on the ledge.",Yes,Start,End,2,1,4
1888,95,2,TB-IC,"Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. Nick was near the ledge. When Nick wanted to drink more champagne he looked on the ledge.",Yes,Start,Start,2,1,4
1889,95,2,TB-IC,"Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. Nick was near the tray. When Nick wanted to drink more champagne he looked on the ledge.",Yes,Start,End,1,2,4
1890,95,3,FB-C,"Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. When Nick wanted to drink more champagne he looked on the ledge.",No,Start,End,1,1,3
1891,95,3,FB-C,"Nick passed by the tray. Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. When Nick wanted to drink more champagne he looked on the ledge.",Yes,End,End,1,2,4
1892,95,3,FB-C,"Nick passed by the ledge. Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. When Nick wanted to drink more champagne he looked on the ledge.",Yes,Start,End,2,1,4
1893,95,3,FB-C,"Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. Nick was near the ledge. When Nick wanted to drink more champagne he looked on the ledge.",Yes,Start,Start,2,1,4
1894,95,3,FB-C,"Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. Nick was near the tray. When Nick wanted to drink more champagne he looked on the ledge.",Yes,Start,End,1,2,4
1895,95,4,FB-IC,"Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. When Nick wanted to drink more champagne he looked on the tray.",No,Start,End,1,1,3
1896,95,4,FB-IC,"Nick passed by the tray. Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. When Nick wanted to drink more champagne he looked on the tray.",Yes,End,End,1,2,4
1897,95,4,FB-IC,"Nick passed by the ledge. Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. When Nick wanted to drink more champagne he looked on the tray.",Yes,Start,End,2,1,4
1898,95,4,FB-IC,"Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. Nick was near the ledge. When Nick wanted to drink more champagne he looked on the tray.",Yes,Start,Start,2,1,4
1899,95,4,FB-IC,"Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. Nick was near the tray. When Nick wanted to drink more champagne he looked on the tray.",Yes,Start,End,1,2,4
1900,96,1,TB-C,"Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. When Kate wanted to clean the pram she looked in the storeroom.",No,Start,End,1,1,3
1901,96,1,TB-C,"Kate passed by the storeroom. Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. When Kate wanted to clean the pram she looked in the storeroom.",Yes,End,End,1,2,4
1902,96,1,TB-C,"Kate passed by the garage. Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. When Kate wanted to clean the pram she looked in the storeroom.",Yes,Start,End,2,1,4
1903,96,1,TB-C,"Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. Kate was near the garage. When Kate wanted to clean the pram she looked in the storeroom.",Yes,Start,Start,2,1,4
1904,96,1,TB-C,"Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. Kate was near the storeroom. When Kate wanted to clean the pram she looked in the storeroom.",Yes,Start,End,1,2,4
1905,96,2,TB-IC,"Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. When Kate wanted to clean the pram she looked in the garage.",No,Start,End,1,1,3
1906,96,2,TB-IC,"Kate passed by the storeroom. Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. When Kate wanted to clean the pram she looked in the garage.",Yes,End,End,1,2,4
1907,96,2,TB-IC,"Kate passed by the garage. Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. When Kate wanted to clean the pram she looked in the garage.",Yes,Start,End,2,1,4
1908,96,2,TB-IC,"Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. Kate was near the garage. When Kate wanted to clean the pram she looked in the garage.",Yes,Start,Start,2,1,4
1909,96,2,TB-IC,"Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. Kate was near the storeroom. When Kate wanted to clean the pram she looked in the garage.",Yes,Start,End,1,2,4
1910,96,3,FB-C,"Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. When Kate wanted to clean the pram she looked in the garage.",No,Start,End,1,1,3
1911,96,3,FB-C,"Kate passed by the storeroom. Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. When Kate wanted to clean the pram she looked in the garage.",Yes,End,End,1,2,4
1912,96,3,FB-C,"Kate passed by the garage. Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. When Kate wanted to clean the pram she looked in the garage.",Yes,Start,End,2,1,4
1913,96,3,FB-C,"Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. Kate was near the garage. When Kate wanted to clean the pram she looked in the garage.",Yes,Start,Start,2,1,4
1914,96,3,FB-C,"Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. Kate was near the storeroom. When Kate wanted to clean the pram she looked in the garage.",Yes,Start,End,1,2,4
1915,96,4,FB-IC,"Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. When Kate wanted to clean the pram she looked in the storeroom.",No,Start,End,1,1,3
1916,96,4,FB-IC,"Kate passed by the storeroom. Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. When Kate wanted to clean the pram she looked in the storeroom.",Yes,End,End,1,2,4
1917,96,4,FB-IC,"Kate passed by the garage. Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. When Kate wanted to clean the pram she looked in the storeroom.",Yes,Start,End,2,1,4
1918,96,4,FB-IC,"Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. Kate was near the garage. When Kate wanted to clean the pram she looked in the storeroom.",Yes,Start,Start,2,1,4
1919,96,4,FB-IC,"Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. Kate was near the storeroom. When Kate wanted to clean the pram she looked in the storeroom.",Yes,Start,End,1,2,4
1920,97,1,TB-C,"Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the cellar.",No,Start,End,1,1,3
1921,97,1,TB-C,"Mark passed by the cellar. Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the cellar.",Yes,End,End,1,2,4
1922,97,1,TB-C,"Mark passed by the kitchen. Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the cellar.",Yes,Start,End,2,1,4
1923,97,1,TB-C,"Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. Mark was near the kitchen. When Mark wanted to drink the bottle of wine he looked in the cellar.",Yes,Start,Start,2,1,4
1924,97,1,TB-C,"Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. Mark was near the cellar. When Mark wanted to drink the bottle of wine he looked in the cellar.",Yes,Start,End,1,2,4
1925,97,2,TB-IC,"Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the kitchen.",No,Start,End,1,1,3
1926,97,2,TB-IC,"Mark passed by the cellar. Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the kitchen.",Yes,End,End,1,2,4
1927,97,2,TB-IC,"Mark passed by the kitchen. Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the kitchen.",Yes,Start,End,2,1,4
1928,97,2,TB-IC,"Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. Mark was near the kitchen. When Mark wanted to drink the bottle of wine he looked in the kitchen.",Yes,Start,Start,2,1,4
1929,97,2,TB-IC,"Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. Mark was near the cellar. When Mark wanted to drink the bottle of wine he looked in the kitchen.",Yes,Start,End,1,2,4
1930,97,3,FB-C,"Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the kitchen.",No,Start,End,1,1,3
1931,97,3,FB-C,"Mark passed by the cellar. Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the kitchen.",Yes,End,End,1,2,4
1932,97,3,FB-C,"Mark passed by the kitchen. Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the kitchen.",Yes,Start,End,2,1,4
1933,97,3,FB-C,"Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. Mark was near the kitchen. When Mark wanted to drink the bottle of wine he looked in the kitchen.",Yes,Start,Start,2,1,4
1934,97,3,FB-C,"Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. Mark was near the cellar. When Mark wanted to drink the bottle of wine he looked in the kitchen.",Yes,Start,End,1,2,4
1935,97,4,FB-IC,"Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the cellar.",No,Start,End,1,1,3
1936,97,4,FB-IC,"Mark passed by the cellar. Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the cellar.",Yes,End,End,1,2,4
1937,97,4,FB-IC,"Mark passed by the kitchen. Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the cellar.",Yes,Start,End,2,1,4
1938,97,4,FB-IC,"Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. Mark was near the kitchen. When Mark wanted to drink the bottle of wine he looked in the cellar.",Yes,Start,Start,2,1,4
1939,97,4,FB-IC,"Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. Mark was near the cellar. When Mark wanted to drink the bottle of wine he looked in the cellar.",Yes,Start,End,1,2,4
1940,98,1,TB-C,"Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the armchair.",No,Start,End,1,1,3
1941,98,1,TB-C,"Spencer passed by the armchair. Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the armchair.",Yes,End,End,1,2,4
1942,98,1,TB-C,"Spencer passed by the floor. Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the armchair.",Yes,Start,End,2,1,4
1943,98,1,TB-C,"Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. Spencer was near the floor. When Spencer wanted to wear his jumper he looked on the armchair.",Yes,Start,Start,2,1,4
1944,98,1,TB-C,"Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. Spencer was near the armchair. When Spencer wanted to wear his jumper he looked on the armchair.",Yes,Start,End,1,2,4
1945,98,2,TB-IC,"Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the floor.",No,Start,End,1,1,3
1946,98,2,TB-IC,"Spencer passed by the armchair. Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the floor.",Yes,End,End,1,2,4
1947,98,2,TB-IC,"Spencer passed by the floor. Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the floor.",Yes,Start,End,2,1,4
1948,98,2,TB-IC,"Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. Spencer was near the floor. When Spencer wanted to wear his jumper he looked on the floor.",Yes,Start,Start,2,1,4
1949,98,2,TB-IC,"Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. Spencer was near the armchair. When Spencer wanted to wear his jumper he looked on the floor.",Yes,Start,End,1,2,4
1950,98,3,FB-C,"Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the floor.",No,Start,End,1,1,3
1951,98,3,FB-C,"Spencer passed by the armchair. Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the floor.",Yes,End,End,1,2,4
1952,98,3,FB-C,"Spencer passed by the floor. Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the floor.",Yes,Start,End,2,1,4
1953,98,3,FB-C,"Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. Spencer was near the floor. When Spencer wanted to wear his jumper he looked on the floor.",Yes,Start,Start,2,1,4
1954,98,3,FB-C,"Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. Spencer was near the armchair. When Spencer wanted to wear his jumper he looked on the floor.",Yes,Start,End,1,2,4
1955,98,4,FB-IC,"Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the armchair.",No,Start,End,1,1,3
1956,98,4,FB-IC,"Spencer passed by the armchair. Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the armchair.",Yes,End,End,1,2,4
1957,98,4,FB-IC,"Spencer passed by the floor. Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the armchair.",Yes,Start,End,2,1,4
1958,98,4,FB-IC,"Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. Spencer was near the floor. When Spencer wanted to wear his jumper he looked on the armchair.",Yes,Start,Start,2,1,4
1959,98,4,FB-IC,"Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. Spencer was near the armchair. When Spencer wanted to wear his jumper he looked on the armchair.",Yes,Start,End,1,2,4
1960,99,1,TB-C,"Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the kitbag.",No,Start,End,1,1,3
1961,99,1,TB-C,"Freya passed by the kitbag. Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the kitbag.",Yes,End,End,1,2,4
1962,99,1,TB-C,"Freya passed by the box. Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the kitbag.",Yes,Start,End,2,1,4
1963,99,1,TB-C,"Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. Freya was near the box. When Freya wanted to wear her ballet shoes she looked in the kitbag.",Yes,Start,Start,2,1,4
1964,99,1,TB-C,"Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. Freya was near the kitbag. When Freya wanted to wear her ballet shoes she looked in the kitbag.",Yes,Start,End,1,2,4
1965,99,2,TB-IC,"Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the box.",No,Start,End,1,1,3
1966,99,2,TB-IC,"Freya passed by the kitbag. Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the box.",Yes,End,End,1,2,4
1967,99,2,TB-IC,"Freya passed by the box. Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the box.",Yes,Start,End,2,1,4
1968,99,2,TB-IC,"Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. Freya was near the box. When Freya wanted to wear her ballet shoes she looked in the box.",Yes,Start,Start,2,1,4
1969,99,2,TB-IC,"Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. Freya was near the kitbag. When Freya wanted to wear her ballet shoes she looked in the box.",Yes,Start,End,1,2,4
1970,99,3,FB-C,"Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the box.",No,Start,End,1,1,3
1971,99,3,FB-C,"Freya passed by the kitbag. Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the box.",Yes,End,End,1,2,4
1972,99,3,FB-C,"Freya passed by the box. Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the box.",Yes,Start,End,2,1,4
1973,99,3,FB-C,"Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. Freya was near the box. When Freya wanted to wear her ballet shoes she looked in the box.",Yes,Start,Start,2,1,4
1974,99,3,FB-C,"Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. Freya was near the kitbag. When Freya wanted to wear her ballet shoes she looked in the box.",Yes,Start,End,1,2,4
1975,99,4,FB-IC,"Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the kitbag.",No,Start,End,1,1,3
1976,99,4,FB-IC,"Freya passed by the kitbag. Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the kitbag.",Yes,End,End,1,2,4
1977,99,4,FB-IC,"Freya passed by the box. Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the kitbag.",Yes,Start,End,2,1,4
1978,99,4,FB-IC,"Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. Freya was near the box. When Freya wanted to wear her ballet shoes she looked in the kitbag.",Yes,Start,Start,2,1,4
1979,99,4,FB-IC,"Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. Freya was near the kitbag. When Freya wanted to wear her ballet shoes she looked in the kitbag.",Yes,Start,End,1,2,4
1980,100,1,TB-C,"Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. When Judith wanted to admire the portrait she looked in the lounge.",No,Start,End,1,1,3
1981,100,1,TB-C,"Judith passed by the lounge. Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. When Judith wanted to admire the portrait she looked in the lounge.",Yes,End,End,1,2,4
1982,100,1,TB-C,"Judith passed by the study. Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. When Judith wanted to admire the portrait she looked in the lounge.",Yes,Start,End,2,1,4
1983,100,1,TB-C,"Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. Judith was near the study. When Judith wanted to admire the portrait she looked in the lounge.",Yes,Start,Start,2,1,4
1984,100,1,TB-C,"Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. Judith was near the lounge. When Judith wanted to admire the portrait she looked in the lounge.",Yes,Start,End,1,2,4
