,Unnamed: 0,item,a,b,start,end,passage,condition,first_mention,mentions_start,mentions_end,stim_number,knowledge_cue,log_odds
756,756,magazine,James,Catherine,bed,table,"James is reading a magazine. When James is done, James puts the magazine on the bed. Catherine comes into the room. Catherine moves the magazine to a table. James looks for the magazine on the [MASK] .",True belief,Start,1,1,1,Implicit,0.31287951776889494
757,757,magazine,James,Catherine,table,bed,"James is reading a magazine. When James is done, James puts the magazine on the table. Catherine comes into the room. Catherine moves the magazine to a bed. James looks for the magazine on the [MASK] .",True belief,Start,1,1,1,Implicit,4.223653840691544
758,758,magazine,James,Catherine,table,desk,"James is reading a magazine. When James is done, James puts the magazine on the table. Catherine comes into the room. Catherine moves the magazine to a desk. James looks for the magazine on the [MASK] .",True belief,Start,1,1,1,Implicit,5.824809077212144
759,759,magazine,James,Catherine,desk,table,"James is reading a magazine. When James is done, James puts the magazine on the desk. Catherine comes into the room. Catherine moves the magazine to a table. James looks for the magazine on the [MASK] .",True belief,Start,1,1,1,Implicit,-1.1070079270961188
760,760,magazine,James,Catherine,desk,bed,"James is reading a magazine. When James is done, James puts the magazine on the desk. Catherine comes into the room. Catherine moves the magazine to a bed. James looks for the magazine on the [MASK] .",True belief,Start,1,1,1,Implicit,1.3877201242197696
761,761,magazine,James,Catherine,bed,desk,"James is reading a magazine. When James is done, James puts the magazine on the bed. Catherine comes into the room. Catherine moves the magazine to a desk. James looks for the magazine on the [MASK] .",True belief,Start,1,1,1,Implicit,3.659162954347987
762,762,magazine,James,Tyler,bed,table,"James is reading a magazine. When James is done, James puts the magazine on the bed. Tyler comes into the room. Tyler moves the magazine to a table. James looks for the magazine on the [MASK] .",True belief,Start,1,1,1,Implicit,1.900685311059593
763,763,magazine,James,Tyler,table,bed,"James is reading a magazine. When James is done, James puts the magazine on the table. Tyler comes into the room. Tyler moves the magazine to a bed. James looks for the magazine on the [MASK] .",True belief,Start,1,1,1,Implicit,4.4882230778085415
764,764,magazine,James,Tyler,table,desk,"James is reading a magazine. When James is done, James puts the magazine on the table. Tyler comes into the room. Tyler moves the magazine to a desk. James looks for the magazine on the [MASK] .",True belief,Start,1,1,1,Implicit,6.3469748319963
765,765,magazine,James,Tyler,desk,table,"James is reading a magazine. When James is done, James puts the magazine on the desk. Tyler comes into the room. Tyler moves the magazine to a table. James looks for the magazine on the [MASK] .",True belief,Start,1,1,1,Implicit,0.13627437184541286
766,766,magazine,James,Tyler,desk,bed,"James is reading a magazine. When James is done, James puts the magazine on the desk. Tyler comes into the room. Tyler moves the magazine to a bed. James looks for the magazine on the [MASK] .",True belief,Start,1,1,1,Implicit,2.126184443372899
767,767,magazine,James,Tyler,bed,desk,"James is reading a magazine. When James is done, James puts the magazine on the bed. Tyler comes into the room. Tyler moves the magazine to a desk. James looks for the magazine on the [MASK] .",True belief,Start,1,1,1,Implicit,5.106393749070565
768,768,book,Pamela,Sonja,bed,table,"Pamela is reading a book near the table. When Pamela is done, Pamela puts the book on the bed. Pamela leaves to get something to eat in the kitchen. Sonja comes in and moves the book to a table. Then Pamela comes back into the room. Pamela looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,5.684963182177575
769,769,book,Pamela,Sonja,table,bed,"Pamela is reading a book near the bed. When Pamela is done, Pamela puts the book on the table. Pamela leaves to get something to eat in the kitchen. Sonja comes in and moves the book to a bed. Then Pamela comes back into the room. Pamela looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,7.8634662001392135
770,770,book,Pamela,Sonja,table,desk,"Pamela is reading a book near the desk. When Pamela is done, Pamela puts the book on the table. Pamela leaves to get something to eat in the kitchen. Sonja comes in and moves the book to a desk. Then Pamela comes back into the room. Pamela looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,8.405735958290007
771,771,book,Pamela,Sonja,desk,table,"Pamela is reading a book near the table. When Pamela is done, Pamela puts the book on the desk. Pamela leaves to get something to eat in the kitchen. Sonja comes in and moves the book to a table. Then Pamela comes back into the room. Pamela looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,-0.6459589333397252
772,772,book,Pamela,Sonja,desk,bed,"Pamela is reading a book near the bed. When Pamela is done, Pamela puts the book on the desk. Pamela leaves to get something to eat in the kitchen. Sonja comes in and moves the book to a bed. Then Pamela comes back into the room. Pamela looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,3.0851097229484163
773,773,book,Pamela,Sonja,bed,desk,"Pamela is reading a book near the desk. When Pamela is done, Pamela puts the book on the bed. Pamela leaves to get something to eat in the kitchen. Sonja comes in and moves the book to a desk. Then Pamela comes back into the room. Pamela looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,7.5004133440685035
774,774,book,Pamela,Marta,bed,table,"Pamela is reading a book near the table. When Pamela is done, Pamela puts the book on the bed. Pamela leaves to get something to eat in the kitchen. Marta comes in and moves the book to a table. Then Pamela comes back into the room. Pamela looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,4.898817116829048
775,775,book,Pamela,Marta,table,bed,"Pamela is reading a book near the bed. When Pamela is done, Pamela puts the book on the table. Pamela leaves to get something to eat in the kitchen. Marta comes in and moves the book to a bed. Then Pamela comes back into the room. Pamela looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,7.365847579383724
776,776,book,Pamela,Marta,table,desk,"Pamela is reading a book near the desk. When Pamela is done, Pamela puts the book on the table. Pamela leaves to get something to eat in the kitchen. Marta comes in and moves the book to a desk. Then Pamela comes back into the room. Pamela looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,8.531403570249372
777,777,book,Pamela,Marta,desk,table,"Pamela is reading a book near the table. When Pamela is done, Pamela puts the book on the desk. Pamela leaves to get something to eat in the kitchen. Marta comes in and moves the book to a table. Then Pamela comes back into the room. Pamela looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,-1.508904500770706
778,778,book,Pamela,Marta,desk,bed,"Pamela is reading a book near the bed. When Pamela is done, Pamela puts the book on the desk. Pamela leaves to get something to eat in the kitchen. Marta comes in and moves the book to a bed. Then Pamela comes back into the room. Pamela looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,2.4442415418908157
779,779,book,Pamela,Marta,bed,desk,"Pamela is reading a book near the desk. When Pamela is done, Pamela puts the book on the bed. Pamela leaves to get something to eat in the kitchen. Marta comes in and moves the book to a desk. Then Pamela comes back into the room. Pamela looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,7.692932149697505
780,780,book,Antonio,Marta,bed,table,"Antonio is reading a book near the table. When Antonio is done, Antonio puts the book on the bed. Antonio leaves to get something to eat in the kitchen. Marta comes in and moves the book to a table. Then Antonio comes back into the room. Antonio looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,8.336305651395904
781,781,book,Antonio,Marta,table,bed,"Antonio is reading a book near the bed. When Antonio is done, Antonio puts the book on the table. Antonio leaves to get something to eat in the kitchen. Marta comes in and moves the book to a bed. Then Antonio comes back into the room. Antonio looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,6.862609802772889
782,782,book,Antonio,Marta,table,desk,"Antonio is reading a book near the desk. When Antonio is done, Antonio puts the book on the table. Antonio leaves to get something to eat in the kitchen. Marta comes in and moves the book to a desk. Then Antonio comes back into the room. Antonio looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,7.893968614810177
783,783,book,Antonio,Marta,desk,table,"Antonio is reading a book near the table. When Antonio is done, Antonio puts the book on the desk. Antonio leaves to get something to eat in the kitchen. Marta comes in and moves the book to a table. Then Antonio comes back into the room. Antonio looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,0.3366623544557651
784,784,book,Antonio,Marta,desk,bed,"Antonio is reading a book near the bed. When Antonio is done, Antonio puts the book on the desk. Antonio leaves to get something to eat in the kitchen. Marta comes in and moves the book to a bed. Then Antonio comes back into the room. Antonio looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,3.023628249879181
785,785,book,Antonio,Marta,bed,desk,"Antonio is reading a book near the desk. When Antonio is done, Antonio puts the book on the bed. Antonio leaves to get something to eat in the kitchen. Marta comes in and moves the book to a desk. Then Antonio comes back into the room. Antonio looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,8.7846908311904
786,786,book,Antonio,Sean,bed,table,"Antonio is reading a book near the table. When Antonio is done, Antonio puts the book on the bed. Antonio leaves to get something to eat in the kitchen. Sean comes in and moves the book to a table. Then Antonio comes back into the room. Antonio looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,7.265202579048373
787,787,book,Antonio,Sean,table,bed,"Antonio is reading a book near the bed. When Antonio is done, Antonio puts the book on the table. Antonio leaves to get something to eat in the kitchen. Sean comes in and moves the book to a bed. Then Antonio comes back into the room. Antonio looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,7.705745745313028
788,788,book,Antonio,Sean,table,desk,"Antonio is reading a book near the desk. When Antonio is done, Antonio puts the book on the table. Antonio leaves to get something to eat in the kitchen. Sean comes in and moves the book to a desk. Then Antonio comes back into the room. Antonio looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,7.75062181443525
789,789,book,Antonio,Sean,desk,table,"Antonio is reading a book near the table. When Antonio is done, Antonio puts the book on the desk. Antonio leaves to get something to eat in the kitchen. Sean comes in and moves the book to a table. Then Antonio comes back into the room. Antonio looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,0.40944093608415355
790,790,book,Antonio,Sean,desk,bed,"Antonio is reading a book near the bed. When Antonio is done, Antonio puts the book on the desk. Antonio leaves to get something to eat in the kitchen. Sean comes in and moves the book to a bed. Then Antonio comes back into the room. Antonio looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,4.113610231712135
791,791,book,Antonio,Sean,bed,desk,"Antonio is reading a book near the desk. When Antonio is done, Antonio puts the book on the bed. Antonio leaves to get something to eat in the kitchen. Sean comes in and moves the book to a desk. Then Antonio comes back into the room. Antonio looks for the book on the [MASK] .",False belief,End,1,2,1,Implicit,8.090926160749966
792,792,magazine,Marta,Lisa,bed,table,"Marta is reading a magazine near the table. When Marta is done, Marta puts the magazine on the bed. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the magazine to a table. Then Marta comes back into the room. Marta looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,3.7176942857220476
793,793,magazine,Marta,Lisa,table,bed,"Marta is reading a magazine near the bed. When Marta is done, Marta puts the magazine on the table. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the magazine to a bed. Then Marta comes back into the room. Marta looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,7.501434326857268
794,794,magazine,Marta,Lisa,table,desk,"Marta is reading a magazine near the desk. When Marta is done, Marta puts the magazine on the table. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the magazine to a desk. Then Marta comes back into the room. Marta looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,6.396985126587389
795,795,magazine,Marta,Lisa,desk,table,"Marta is reading a magazine near the table. When Marta is done, Marta puts the magazine on the desk. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the magazine to a table. Then Marta comes back into the room. Marta looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,-1.8522119031682696
796,796,magazine,Marta,Lisa,desk,bed,"Marta is reading a magazine near the bed. When Marta is done, Marta puts the magazine on the desk. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the magazine to a bed. Then Marta comes back into the room. Marta looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,1.1821870601213516
797,797,magazine,Marta,Lisa,bed,desk,"Marta is reading a magazine near the desk. When Marta is done, Marta puts the magazine on the bed. Marta leaves to get something to eat in the kitchen. Lisa comes in and moves the magazine to a desk. Then Marta comes back into the room. Marta looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,5.648268732727221
798,798,magazine,Marta,James,bed,table,"Marta is reading a magazine near the table. When Marta is done, Marta puts the magazine on the bed. Marta leaves to get something to eat in the kitchen. James comes in and moves the magazine to a table. Then Marta comes back into the room. Marta looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,3.1636209584138393
799,799,magazine,Marta,James,table,bed,"Marta is reading a magazine near the bed. When Marta is done, Marta puts the magazine on the table. Marta leaves to get something to eat in the kitchen. James comes in and moves the magazine to a bed. Then Marta comes back into the room. Marta looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,7.107307426315951
800,800,magazine,Marta,James,table,desk,"Marta is reading a magazine near the desk. When Marta is done, Marta puts the magazine on the table. Marta leaves to get something to eat in the kitchen. James comes in and moves the magazine to a desk. Then Marta comes back into the room. Marta looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,6.588547692446893
801,801,magazine,Marta,James,desk,table,"Marta is reading a magazine near the table. When Marta is done, Marta puts the magazine on the desk. Marta leaves to get something to eat in the kitchen. James comes in and moves the magazine to a table. Then Marta comes back into the room. Marta looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,-2.415884085741852
802,802,magazine,Marta,James,desk,bed,"Marta is reading a magazine near the bed. When Marta is done, Marta puts the magazine on the desk. Marta leaves to get something to eat in the kitchen. James comes in and moves the magazine to a bed. Then Marta comes back into the room. Marta looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,0.6483096774691175
803,803,magazine,Marta,James,bed,desk,"Marta is reading a magazine near the desk. When Marta is done, Marta puts the magazine on the bed. Marta leaves to get something to eat in the kitchen. James comes in and moves the magazine to a desk. Then Marta comes back into the room. Marta looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,5.213653143118966
804,804,magazine,Cameron,Lisa,bed,table,"Cameron is reading a magazine near the table. When Cameron is done, Cameron puts the magazine on the bed. Cameron leaves to get something to eat in the kitchen. Lisa comes in and moves the magazine to a table. Then Cameron comes back into the room. Cameron looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,3.4182787678377515
805,805,magazine,Cameron,Lisa,table,bed,"Cameron is reading a magazine near the bed. When Cameron is done, Cameron puts the magazine on the table. Cameron leaves to get something to eat in the kitchen. Lisa comes in and moves the magazine to a bed. Then Cameron comes back into the room. Cameron looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,8.060293200101333
806,806,magazine,Cameron,Lisa,table,desk,"Cameron is reading a magazine near the desk. When Cameron is done, Cameron puts the magazine on the table. Cameron leaves to get something to eat in the kitchen. Lisa comes in and moves the magazine to a desk. Then Cameron comes back into the room. Cameron looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,6.874769238680947
807,807,magazine,Cameron,Lisa,desk,table,"Cameron is reading a magazine near the table. When Cameron is done, Cameron puts the magazine on the desk. Cameron leaves to get something to eat in the kitchen. Lisa comes in and moves the magazine to a table. Then Cameron comes back into the room. Cameron looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,0.5931281801101786
808,808,magazine,Cameron,Lisa,desk,bed,"Cameron is reading a magazine near the bed. When Cameron is done, Cameron puts the magazine on the desk. Cameron leaves to get something to eat in the kitchen. Lisa comes in and moves the magazine to a bed. Then Cameron comes back into the room. Cameron looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,2.793577187593818
809,809,magazine,Cameron,Lisa,bed,desk,"Cameron is reading a magazine near the desk. When Cameron is done, Cameron puts the magazine on the bed. Cameron leaves to get something to eat in the kitchen. Lisa comes in and moves the magazine to a desk. Then Cameron comes back into the room. Cameron looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,5.2890349435640625
810,810,magazine,Cameron,Ben,bed,table,"Cameron is reading a magazine near the table. When Cameron is done, Cameron puts the magazine on the bed. Cameron leaves to get something to eat in the kitchen. Ben comes in and moves the magazine to a table. Then Cameron comes back into the room. Cameron looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,3.1380196294677964
811,811,magazine,Cameron,Ben,table,bed,"Cameron is reading a magazine near the bed. When Cameron is done, Cameron puts the magazine on the table. Cameron leaves to get something to eat in the kitchen. Ben comes in and moves the magazine to a bed. Then Cameron comes back into the room. Cameron looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,8.346834233877189
812,812,magazine,Cameron,Ben,table,desk,"Cameron is reading a magazine near the desk. When Cameron is done, Cameron puts the magazine on the table. Cameron leaves to get something to eat in the kitchen. Ben comes in and moves the magazine to a desk. Then Cameron comes back into the room. Cameron looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,7.046222721046359
813,813,magazine,Cameron,Ben,desk,table,"Cameron is reading a magazine near the table. When Cameron is done, Cameron puts the magazine on the desk. Cameron leaves to get something to eat in the kitchen. Ben comes in and moves the magazine to a table. Then Cameron comes back into the room. Cameron looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,0.37529282481075554
814,814,magazine,Cameron,Ben,desk,bed,"Cameron is reading a magazine near the bed. When Cameron is done, Cameron puts the magazine on the desk. Cameron leaves to get something to eat in the kitchen. Ben comes in and moves the magazine to a bed. Then Cameron comes back into the room. Cameron looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,2.8987550969993214
815,815,magazine,Cameron,Ben,bed,desk,"Cameron is reading a magazine near the desk. When Cameron is done, Cameron puts the magazine on the bed. Cameron leaves to get something to eat in the kitchen. Ben comes in and moves the magazine to a desk. Then Cameron comes back into the room. Cameron looks for the magazine on the [MASK] .",False belief,End,1,2,1,Implicit,5.211845450629652
816,816,book,Antonio,Tyler,bed,table,"Antonio is reading a book near the table. When Antonio is done, Antonio puts the book on the bed. Tyler comes into the room. Tyler moves the book to a table. Antonio looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,0.7317495428617543
817,817,book,Antonio,Tyler,table,bed,"Antonio is reading a book near the bed. When Antonio is done, Antonio puts the book on the table. Tyler comes into the room. Tyler moves the book to a bed. Antonio looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,4.991803102201478
818,818,book,Antonio,Tyler,table,desk,"Antonio is reading a book near the desk. When Antonio is done, Antonio puts the book on the table. Tyler comes into the room. Tyler moves the book to a desk. Antonio looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,4.90704922848076
819,819,book,Antonio,Tyler,desk,table,"Antonio is reading a book near the table. When Antonio is done, Antonio puts the book on the desk. Tyler comes into the room. Tyler moves the book to a table. Antonio looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,-2.255077373078837
820,820,book,Antonio,Tyler,desk,bed,"Antonio is reading a book near the bed. When Antonio is done, Antonio puts the book on the desk. Tyler comes into the room. Tyler moves the book to a bed. Antonio looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,1.4007625878663243
821,821,book,Antonio,Tyler,bed,desk,"Antonio is reading a book near the desk. When Antonio is done, Antonio puts the book on the bed. Tyler comes into the room. Tyler moves the book to a desk. Antonio looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,3.5890379094161804
822,822,book,Antonio,Ben,bed,table,"Antonio is reading a book near the table. When Antonio is done, Antonio puts the book on the bed. Ben comes into the room. Ben moves the book to a table. Antonio looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,0.8680572626169593
823,823,book,Antonio,Ben,table,bed,"Antonio is reading a book near the bed. When Antonio is done, Antonio puts the book on the table. Ben comes into the room. Ben moves the book to a bed. Antonio looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,5.124708113100644
824,824,book,Antonio,Ben,table,desk,"Antonio is reading a book near the desk. When Antonio is done, Antonio puts the book on the table. Ben comes into the room. Ben moves the book to a desk. Antonio looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,5.637698156367031
825,825,book,Antonio,Ben,desk,table,"Antonio is reading a book near the table. When Antonio is done, Antonio puts the book on the desk. Ben comes into the room. Ben moves the book to a table. Antonio looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,-2.4061575363658054
826,826,book,Antonio,Ben,desk,bed,"Antonio is reading a book near the bed. When Antonio is done, Antonio puts the book on the desk. Ben comes into the room. Ben moves the book to a bed. Antonio looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,1.1427011139248555
827,827,book,Antonio,Ben,bed,desk,"Antonio is reading a book near the desk. When Antonio is done, Antonio puts the book on the bed. Ben comes into the room. Ben moves the book to a desk. Antonio looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,3.8840417822632114
828,828,book,Pamela,Ben,bed,table,"Pamela is reading a book near the table. When Pamela is done, Pamela puts the book on the bed. Ben comes into the room. Ben moves the book to a table. Pamela looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,0.8967142617967616
829,829,book,Pamela,Ben,table,bed,"Pamela is reading a book near the bed. When Pamela is done, Pamela puts the book on the table. Ben comes into the room. Ben moves the book to a bed. Pamela looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,6.48324781344533
830,830,book,Pamela,Ben,table,desk,"Pamela is reading a book near the desk. When Pamela is done, Pamela puts the book on the table. Ben comes into the room. Ben moves the book to a desk. Pamela looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,6.434027655829448
831,831,book,Pamela,Ben,desk,table,"Pamela is reading a book near the table. When Pamela is done, Pamela puts the book on the desk. Ben comes into the room. Ben moves the book to a table. Pamela looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,-1.8851614795513973
832,832,book,Pamela,Ben,desk,bed,"Pamela is reading a book near the bed. When Pamela is done, Pamela puts the book on the desk. Ben comes into the room. Ben moves the book to a bed. Pamela looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,2.2342196108617443
833,833,book,Pamela,Ben,bed,desk,"Pamela is reading a book near the desk. When Pamela is done, Pamela puts the book on the bed. Ben comes into the room. Ben moves the book to a desk. Pamela looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,4.170713428368694
834,834,book,Pamela,Marta,bed,table,"Pamela is reading a book near the table. When Pamela is done, Pamela puts the book on the bed. Marta comes into the room. Marta moves the book to a table. Pamela looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,0.02733040469300262
835,835,book,Pamela,Marta,table,bed,"Pamela is reading a book near the bed. When Pamela is done, Pamela puts the book on the table. Marta comes into the room. Marta moves the book to a bed. Pamela looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,6.226089537714169
836,836,book,Pamela,Marta,table,desk,"Pamela is reading a book near the desk. When Pamela is done, Pamela puts the book on the table. Marta comes into the room. Marta moves the book to a desk. Pamela looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,5.81491190498017
837,837,book,Pamela,Marta,desk,table,"Pamela is reading a book near the table. When Pamela is done, Pamela puts the book on the desk. Marta comes into the room. Marta moves the book to a table. Pamela looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,-1.9943943361348564
838,838,book,Pamela,Marta,desk,bed,"Pamela is reading a book near the bed. When Pamela is done, Pamela puts the book on the desk. Marta comes into the room. Marta moves the book to a bed. Pamela looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,2.583008716567807
839,839,book,Pamela,Marta,bed,desk,"Pamela is reading a book near the desk. When Pamela is done, Pamela puts the book on the bed. Marta comes into the room. Marta moves the book to a desk. Pamela looks for the book on the [MASK] .",True belief,End,1,2,1,Implicit,3.824820562930945
840,840,magazine,Ben,Lisa,bed,table,"Ben is reading a magazine near the table. When Ben is done, Ben puts the magazine on the bed. Lisa comes into the room. Lisa moves the magazine to a table. Ben looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,-0.6893777439881859
841,841,magazine,Ben,Lisa,table,bed,"Ben is reading a magazine near the bed. When Ben is done, Ben puts the magazine on the table. Lisa comes into the room. Lisa moves the magazine to a bed. Ben looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,3.9581880635595508
842,842,magazine,Ben,Lisa,table,desk,"Ben is reading a magazine near the desk. When Ben is done, Ben puts the magazine on the table. Lisa comes into the room. Lisa moves the magazine to a desk. Ben looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,4.8112802380711175
843,843,magazine,Ben,Lisa,desk,table,"Ben is reading a magazine near the table. When Ben is done, Ben puts the magazine on the desk. Lisa comes into the room. Lisa moves the magazine to a table. Ben looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,-2.932058341857479
844,844,magazine,Ben,Lisa,desk,bed,"Ben is reading a magazine near the bed. When Ben is done, Ben puts the magazine on the desk. Lisa comes into the room. Lisa moves the magazine to a bed. Ben looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,0.4060497365310056
845,845,magazine,Ben,Lisa,bed,desk,"Ben is reading a magazine near the desk. When Ben is done, Ben puts the magazine on the bed. Lisa comes into the room. Lisa moves the magazine to a desk. Ben looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,3.3313742067977565
846,846,magazine,Ben,Cameron,bed,table,"Ben is reading a magazine near the table. When Ben is done, Ben puts the magazine on the bed. Cameron comes into the room. Cameron moves the magazine to a table. Ben looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,-1.6216555054766615
847,847,magazine,Ben,Cameron,table,bed,"Ben is reading a magazine near the bed. When Ben is done, Ben puts the magazine on the table. Cameron comes into the room. Cameron moves the magazine to a bed. Ben looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,3.2834253488500735
848,848,magazine,Ben,Cameron,table,desk,"Ben is reading a magazine near the desk. When Ben is done, Ben puts the magazine on the table. Cameron comes into the room. Cameron moves the magazine to a desk. Ben looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,3.876453369102327
849,849,magazine,Ben,Cameron,desk,table,"Ben is reading a magazine near the table. When Ben is done, Ben puts the magazine on the desk. Cameron comes into the room. Cameron moves the magazine to a table. Ben looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,-3.2977418665266764
850,850,magazine,Ben,Cameron,desk,bed,"Ben is reading a magazine near the bed. When Ben is done, Ben puts the magazine on the desk. Cameron comes into the room. Cameron moves the magazine to a bed. Ben looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,-0.08746524825238385
851,851,magazine,Ben,Cameron,bed,desk,"Ben is reading a magazine near the desk. When Ben is done, Ben puts the magazine on the bed. Cameron comes into the room. Cameron moves the magazine to a desk. Ben looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,1.909460985711663
852,852,magazine,Marta,Catherine,bed,table,"Marta is reading a magazine near the table. When Marta is done, Marta puts the magazine on the bed. Catherine comes into the room. Catherine moves the magazine to a table. Marta looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,1.4774017518618556
853,853,magazine,Marta,Catherine,table,bed,"Marta is reading a magazine near the bed. When Marta is done, Marta puts the magazine on the table. Catherine comes into the room. Catherine moves the magazine to a bed. Marta looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,5.8399152921005735
854,854,magazine,Marta,Catherine,table,desk,"Marta is reading a magazine near the desk. When Marta is done, Marta puts the magazine on the table. Catherine comes into the room. Catherine moves the magazine to a desk. Marta looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,5.935763343436057
855,855,magazine,Marta,Catherine,desk,table,"Marta is reading a magazine near the table. When Marta is done, Marta puts the magazine on the desk. Catherine comes into the room. Catherine moves the magazine to a table. Marta looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,-1.7619714147159875
856,856,magazine,Marta,Catherine,desk,bed,"Marta is reading a magazine near the bed. When Marta is done, Marta puts the magazine on the desk. Catherine comes into the room. Catherine moves the magazine to a bed. Marta looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,1.712009448557251
857,857,magazine,Marta,Catherine,bed,desk,"Marta is reading a magazine near the desk. When Marta is done, Marta puts the magazine on the bed. Catherine comes into the room. Catherine moves the magazine to a desk. Marta looks for the magazine on the [MASK] .",True belief,End,1,2,1,Implicit,4.0720043677412985
