,Unnamed: 0,item,a,b,real,alt,passage,condition,first_mention,mentions_real,mentions_alt,stim_number,knowledge_cue,log_odds
196,196,chocolates,Pamela,Emily,top,bottom,"It is Pamela's birthday, and their auntie pops in to give them a box of chocolates. Pamela considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Pamela's greedy sibling Emily comes in and asks Pamela: “Where have you put your chocolates, in your bottom drawer?” Pamela does not want Emily to find the chocolates. Pamela says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-3.1007498817791803
197,197,chocolates,Pamela,Emily,bottom,top,"It is Pamela's birthday, and their auntie pops in to give them a box of chocolates. Pamela considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Pamela's greedy sibling Emily comes in and asks Pamela: “Where have you put your chocolates, in your top drawer?” Pamela does not want Emily to find the chocolates. Pamela says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-0.07318973658504814
198,198,chocolates,Pamela,Sean,top,bottom,"It is Pamela's birthday, and their auntie pops in to give them a box of chocolates. Pamela considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Pamela's greedy sibling Sean comes in and asks Pamela: “Where have you put your chocolates, in your bottom drawer?” Pamela does not want Sean to find the chocolates. Pamela says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-2.963995946925427
199,199,chocolates,Pamela,Sean,bottom,top,"It is Pamela's birthday, and their auntie pops in to give them a box of chocolates. Pamela considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Pamela's greedy sibling Sean comes in and asks Pamela: “Where have you put your chocolates, in your top drawer?” Pamela does not want Sean to find the chocolates. Pamela says the chocolates are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-0.2693261837803116
200,200,sweets,James,Lisa,top,bottom,"It is James's birthday, and their auntie pops in to give them a box of sweets. James considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, James's greedy sibling Lisa comes in and asks James: “Where have you put your sweets, in your bottom drawer?” James does not want Lisa to find the sweets. James says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-3.481003793243155
201,201,sweets,James,Lisa,bottom,top,"It is James's birthday, and their auntie pops in to give them a box of sweets. James considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, James's greedy sibling Lisa comes in and asks James: “Where have you put your sweets, in your top drawer?” James does not want Lisa to find the sweets. James says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-0.49042989697188
202,202,sweets,James,Antonio,top,bottom,"It is James's birthday, and their auntie pops in to give them a box of sweets. James considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, James's greedy sibling Antonio comes in and asks James: “Where have you put your sweets, in your bottom drawer?” James does not want Antonio to find the sweets. James says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-3.4125318357811083
203,203,sweets,James,Antonio,bottom,top,"It is James's birthday, and their auntie pops in to give them a box of sweets. James considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, James's greedy sibling Antonio comes in and asks James: “Where have you put your sweets, in your top drawer?” James does not want Antonio to find the sweets. James says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-0.46512698159758353
204,204,sweets,Ben,Sonja,top,bottom,"It is Ben's birthday, and their auntie pops in to give them a box of sweets. Ben considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, Ben's greedy sibling Sonja comes in and asks Ben: “Where have you put your sweets, in your bottom drawer?” Ben does not want Sonja to find the sweets. Ben says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-4.04642956237569
205,205,sweets,Ben,Sonja,bottom,top,"It is Ben's birthday, and their auntie pops in to give them a box of sweets. Ben considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, Ben's greedy sibling Sonja comes in and asks Ben: “Where have you put your sweets, in your top drawer?” Ben does not want Sonja to find the sweets. Ben says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-1.1349553934790904
206,206,sweets,Ben,Cameron,top,bottom,"It is Ben's birthday, and their auntie pops in to give them a box of sweets. Ben considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, Ben's greedy sibling Cameron comes in and asks Ben: “Where have you put your sweets, in your bottom drawer?” Ben does not want Cameron to find the sweets. Ben says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-3.627526247010085
207,207,sweets,Ben,Cameron,bottom,top,"It is Ben's birthday, and their auntie pops in to give them a box of sweets. Ben considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, Ben's greedy sibling Cameron comes in and asks Ben: “Where have you put your sweets, in your top drawer?” Ben does not want Cameron to find the sweets. Ben says the sweets are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-1.184872642537272
208,208,candy,Ben,Sonja,top,bottom,"It is Ben's birthday, and their auntie pops in to give them a box of candy. Ben considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Ben's greedy sibling Sonja comes in and asks Ben: “Where have you put your candy, in your bottom drawer?” Ben does not want Sonja to find the candy. Ben says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-4.334103646495705
209,209,candy,Ben,Sonja,bottom,top,"It is Ben's birthday, and their auntie pops in to give them a box of candy. Ben considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Ben's greedy sibling Sonja comes in and asks Ben: “Where have you put your candy, in your top drawer?” Ben does not want Sonja to find the candy. Ben says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-1.741367286803714
210,210,candy,Ben,Pamela,top,bottom,"It is Ben's birthday, and their auntie pops in to give them a box of candy. Ben considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Ben's greedy sibling Pamela comes in and asks Ben: “Where have you put your candy, in your bottom drawer?” Ben does not want Pamela to find the candy. Ben says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-4.241673472144218
211,211,candy,Ben,Pamela,bottom,top,"It is Ben's birthday, and their auntie pops in to give them a box of candy. Ben considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Ben's greedy sibling Pamela comes in and asks Ben: “Where have you put your candy, in your top drawer?” Ben does not want Pamela to find the candy. Ben says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-1.7986154222337136
212,212,candy,Antonio,James,top,bottom,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Antonio's greedy sibling James comes in and asks Antonio: “Where have you put your candy, in your bottom drawer?” Antonio does not want James to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-4.321605672861689
213,213,candy,Antonio,James,bottom,top,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Antonio's greedy sibling James comes in and asks Antonio: “Where have you put your candy, in your top drawer?” Antonio does not want James to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-1.352414194113551
214,214,candy,Antonio,Lisa,top,bottom,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Antonio's greedy sibling Lisa comes in and asks Antonio: “Where have you put your candy, in your bottom drawer?” Antonio does not want Lisa to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-4.273939126325476
215,215,candy,Antonio,Lisa,bottom,top,"It is Antonio's birthday, and their auntie pops in to give them a box of candy. Antonio considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Antonio's greedy sibling Lisa comes in and asks Antonio: “Where have you put your candy, in your top drawer?” Antonio does not want Lisa to find the candy. Antonio says the candy are in the [MASK] drawer.",Deception,Alt,1,2,1,Explicit,-1.5558281382498653
216,216,chocolates,Sonja,Tyler,top,bottom,"It is Sonja's birthday, and their auntie pops in to give her a box of chocolates. Sonja considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Tyler comes in and asks Sonja: “Where have you put your chocolates, in your bottom drawer?” Sonja wants to share the chocolates with Tyler. Sonja says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-3.0691690060135794
217,217,chocolates,Sonja,Tyler,bottom,top,"It is Sonja's birthday, and their auntie pops in to give her a box of chocolates. Sonja considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Tyler comes in and asks Sonja: “Where have you put your chocolates, in your top drawer?” Sonja wants to share the chocolates with Tyler. Sonja says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,0.2299995640514372
218,218,chocolates,Sonja,Lisa,top,bottom,"It is Sonja's birthday, and their auntie pops in to give her a box of chocolates. Sonja considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Lisa comes in and asks Sonja: “Where have you put your chocolates, in your bottom drawer?” Sonja wants to share the chocolates with Lisa. Sonja says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-3.288840281797075
219,219,chocolates,Sonja,Lisa,bottom,top,"It is Sonja's birthday, and their auntie pops in to give her a box of chocolates. Sonja considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Lisa comes in and asks Sonja: “Where have you put your chocolates, in your top drawer?” Sonja wants to share the chocolates with Lisa. Sonja says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-0.05330469849838825
220,220,chocolates,Antonio,Ben,top,bottom,"It is Antonio's birthday, and their auntie pops in to give her a box of chocolates. Antonio considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Antonio's sweet sibling Ben comes in and asks Antonio: “Where have you put your chocolates, in your bottom drawer?” Antonio wants to share the chocolates with Ben. Antonio says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-3.351593923531633
221,221,chocolates,Antonio,Ben,bottom,top,"It is Antonio's birthday, and their auntie pops in to give her a box of chocolates. Antonio considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Antonio's sweet sibling Ben comes in and asks Antonio: “Where have you put your chocolates, in your top drawer?” Antonio wants to share the chocolates with Ben. Antonio says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-0.5773487322012749
222,222,chocolates,Antonio,James,top,bottom,"It is Antonio's birthday, and their auntie pops in to give her a box of chocolates. Antonio considers the bottom drawer, but then puts the chocolates in the top drawer for safe-keeping. A few minutes later, Antonio's sweet sibling James comes in and asks Antonio: “Where have you put your chocolates, in your bottom drawer?” Antonio wants to share the chocolates with James. Antonio says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-3.499357246573746
223,223,chocolates,Antonio,James,bottom,top,"It is Antonio's birthday, and their auntie pops in to give her a box of chocolates. Antonio considers the top drawer, but then puts the chocolates in the bottom drawer for safe-keeping. A few minutes later, Antonio's sweet sibling James comes in and asks Antonio: “Where have you put your chocolates, in your top drawer?” Antonio wants to share the chocolates with James. Antonio says the chocolates are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-0.37300965686429
224,224,sweets,Marta,Antonio,top,bottom,"It is Marta's birthday, and their auntie pops in to give her a box of sweets. Marta considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, Marta's sweet sibling Antonio comes in and asks Marta: “Where have you put your sweets, in your bottom drawer?” Marta wants to share the sweets with Antonio. Marta says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-3.675590525543066
225,225,sweets,Marta,Antonio,bottom,top,"It is Marta's birthday, and their auntie pops in to give her a box of sweets. Marta considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, Marta's sweet sibling Antonio comes in and asks Marta: “Where have you put your sweets, in your top drawer?” Marta wants to share the sweets with Antonio. Marta says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-0.9345655116297256
226,226,sweets,Marta,Sean,top,bottom,"It is Marta's birthday, and their auntie pops in to give her a box of sweets. Marta considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, Marta's sweet sibling Sean comes in and asks Marta: “Where have you put your sweets, in your bottom drawer?” Marta wants to share the sweets with Sean. Marta says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-3.5183258069125634
227,227,sweets,Marta,Sean,bottom,top,"It is Marta's birthday, and their auntie pops in to give her a box of sweets. Marta considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, Marta's sweet sibling Sean comes in and asks Marta: “Where have you put your sweets, in your top drawer?” Marta wants to share the sweets with Sean. Marta says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-0.7730760873683631
228,228,sweets,Sean,Tyler,top,bottom,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, Sean's sweet sibling Tyler comes in and asks Sean: “Where have you put your sweets, in your bottom drawer?” Sean wants to share the sweets with Tyler. Sean says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-3.22113611939937
229,229,sweets,Sean,Tyler,bottom,top,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, Sean's sweet sibling Tyler comes in and asks Sean: “Where have you put your sweets, in your top drawer?” Sean wants to share the sweets with Tyler. Sean says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-0.4841861427313363
230,230,sweets,Sean,Cameron,top,bottom,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean considers the bottom drawer, but then puts the sweets in the top drawer for safe-keeping. A few minutes later, Sean's sweet sibling Cameron comes in and asks Sean: “Where have you put your sweets, in your bottom drawer?” Sean wants to share the sweets with Cameron. Sean says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-3.167688355655018
231,231,sweets,Sean,Cameron,bottom,top,"It is Sean's birthday, and their auntie pops in to give her a box of sweets. Sean considers the top drawer, but then puts the sweets in the bottom drawer for safe-keeping. A few minutes later, Sean's sweet sibling Cameron comes in and asks Sean: “Where have you put your sweets, in your top drawer?” Sean wants to share the sweets with Cameron. Sean says the sweets are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-0.7477368962992473
232,232,candy,Tyler,Pamela,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Tyler's sweet sibling Pamela comes in and asks Tyler: “Where have you put your candy, in your bottom drawer?” Tyler wants to share the candy with Pamela. Tyler says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-4.037072272600086
233,233,candy,Tyler,Pamela,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Tyler's sweet sibling Pamela comes in and asks Tyler: “Where have you put your candy, in your top drawer?” Tyler wants to share the candy with Pamela. Tyler says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-1.6061639872627118
234,234,candy,Tyler,Sean,top,bottom,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Tyler's sweet sibling Sean comes in and asks Tyler: “Where have you put your candy, in your bottom drawer?” Tyler wants to share the candy with Sean. Tyler says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-3.775466963381611
235,235,candy,Tyler,Sean,bottom,top,"It is Tyler's birthday, and their auntie pops in to give her a box of candy. Tyler considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Tyler's sweet sibling Sean comes in and asks Tyler: “Where have you put your candy, in your top drawer?” Tyler wants to share the candy with Sean. Tyler says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-1.6248369241733054
236,236,candy,Sonja,Cameron,top,bottom,"It is Sonja's birthday, and their auntie pops in to give her a box of candy. Sonja considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Cameron comes in and asks Sonja: “Where have you put your candy, in your bottom drawer?” Sonja wants to share the candy with Cameron. Sonja says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-3.9853982922396627
237,237,candy,Sonja,Cameron,bottom,top,"It is Sonja's birthday, and their auntie pops in to give her a box of candy. Sonja considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Cameron comes in and asks Sonja: “Where have you put your candy, in your top drawer?” Sonja wants to share the candy with Cameron. Sonja says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-0.5208349580491436
238,238,candy,Sonja,Catherine,top,bottom,"It is Sonja's birthday, and their auntie pops in to give her a box of candy. Sonja considers the bottom drawer, but then puts the candy in the top drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Catherine comes in and asks Sonja: “Where have you put your candy, in your bottom drawer?” Sonja wants to share the candy with Catherine. Sonja says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-4.196055378761503
239,239,candy,Sonja,Catherine,bottom,top,"It is Sonja's birthday, and their auntie pops in to give her a box of candy. Sonja considers the top drawer, but then puts the candy in the bottom drawer for safe-keeping. A few minutes later, Sonja's sweet sibling Catherine comes in and asks Sonja: “Where have you put your candy, in your top drawer?” Sonja wants to share the candy with Catherine. Sonja says the candy are in the [MASK] drawer.",Cooperation,Alt,1,2,1,Explicit,-0.5248088738774637
