,Item,Condition,Condition code,Scenario,probability,belief,consistency,final_word,masked_passages
371,93,4,FB-IC,"Brad fed the baby and put the bib down in the bedroom.  While Brad was out for a run, Angelina moved the bib to the kitchen. When Brad wanted to use the bib he looked in the kitchen.",0.02310671098530293,FB,IC,kitchen,"Brad fed the baby and put the bib down in the bedroom.  While Brad was out for a run, Angelina moved the bib to the kitchen. When Brad wanted to use the bib he looked in the [MASK] ."
372,94,1,TB-C,"Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. When Katie wanted to use the camera she looked in the jacket.",0.015956945717334747,TB,C,jacket,"Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. When Katie wanted to use the camera she looked in the [MASK] ."
373,94,2,TB-IC,"Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. When Katie wanted to use the camera she looked in the bag.",0.00874388962984085,TB,IC,bag,"Katie took a photo of the scenery and put the camera into her bag.  Later, Katie witnessed Tom move the camera to the jacket. When Katie wanted to use the camera she looked in the [MASK] ."
374,94,3,FB-C,"Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. When Katie wanted to use the camera she looked in the bag.",0.003633324755355716,FB,C,bag,"Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. When Katie wanted to use the camera she looked in the [MASK] ."
375,94,4,FB-IC,"Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. When Katie wanted to use the camera she looked in the jacket.",0.009324113838374613,FB,IC,jacket,"Katie took a photo of the scenery and put the camera into her bag.  While Katie was at the toilet, Tom moved the camera to the jacket. When Katie wanted to use the camera she looked in the [MASK] ."
376,95,1,TB-C,"Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. When Nick wanted to drink more champagne he looked on the tray.",0.0008032986661419271,TB,C,tray,"Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. When Nick wanted to drink more champagne he looked on the [MASK] ."
377,95,2,TB-IC,"Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. When Nick wanted to drink more champagne he looked on the ledge.",0.036281861364841454,TB,IC,ledge,"Nick took a sip from his champagne and put it on the ledge.  Later, Nick watched Jessica move the champagne to the tray. When Nick wanted to drink more champagne he looked on the [MASK] ."
378,95,3,FB-C,"Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. When Nick wanted to drink more champagne he looked on the ledge.",0.0006008605705574155,FB,C,ledge,"Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. When Nick wanted to drink more champagne he looked on the [MASK] ."
379,95,4,FB-IC,"Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. When Nick wanted to drink more champagne he looked on the tray.",0.00023031517048366368,FB,IC,tray,"Nick took a sip from his champagne and put it on the ledge.  While Nick was away chatting, Jessica moved the champagne to the tray. When Nick wanted to drink more champagne he looked on the [MASK] ."
380,96,1,TB-C,"Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. When Kate wanted to clean the pram she looked in the storeroom.",2.143114897990017e-06,TB,C,storeroom,"Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. When Kate wanted to clean the pram she looked in the [MASK] ."
381,96,2,TB-IC,"Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. When Kate wanted to clean the pram she looked in the garage.",0.07010892033576967,TB,IC,garage,"Kate took her baby out of the pram and put the pram in the garage.  Later, Kate saw Tom move the pram to the storeroom. When Kate wanted to clean the pram she looked in the [MASK] ."
382,96,3,FB-C,"Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. When Kate wanted to clean the pram she looked in the garage.",0.056988894939422614,FB,C,garage,"Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. When Kate wanted to clean the pram she looked in the [MASK] ."
383,96,4,FB-IC,"Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. When Kate wanted to clean the pram she looked in the storeroom.",1.0289994634149484e-06,FB,IC,storeroom,"Kate took her baby out of the pram and put the pram in the garage.  While Kate was busy, Tom moved the pram to the storeroom. When Kate wanted to clean the pram she looked in the [MASK] ."
384,97,1,TB-C,"Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the cellar.",0.0321824960410595,TB,C,cellar,"Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the [MASK] ."
385,97,2,TB-IC,"Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the kitchen.",0.3680640459060669,TB,IC,kitchen,"Mark bought a bottle of wine after work and put it in the kitchen.  Later, Mark observed Jane move the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the [MASK] ."
386,97,3,FB-C,"Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the kitchen.",0.30544954538345337,FB,C,kitchen,"Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the [MASK] ."
387,97,4,FB-IC,"Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the cellar.",0.10048871487379075,FB,IC,cellar,"Mark bought a bottle of wine after work and put it in the kitchen.  While Mark was out the house, Jane moved the bottle of wine to the cellar. When Mark wanted to drink the bottle of wine he looked in the [MASK] ."
388,98,1,TB-C,"Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the armchair.",1.8538379663368677e-05,TB,C,armchair,"Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the [MASK] ."
389,98,2,TB-IC,"Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the floor.",0.06099301576614379,TB,IC,floor,"Spencer took off his woolly jumper and threw it on the floor.  Later, Spencer spied his wife move the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the [MASK] ."
390,98,3,FB-C,"Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the floor.",0.0006099914317019283,FB,C,floor,"Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the [MASK] ."
391,98,4,FB-IC,"Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the armchair.",1.5177392015175433e-05,FB,IC,armchair,"Spencer took off his woolly jumper and threw it on the floor.  While Spencer was in the shower, his wife moved the jumper to the armchair. When Spencer wanted to wear his jumper he looked on the [MASK] ."
392,99,1,TB-C,"Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the kitbag.",2.398074002485371e-06,TB,C,kitbag,"Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the [MASK] ."
393,99,2,TB-IC,"Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the box.",0.878561794757843,TB,IC,box,"Freya took off the new ballet shoes and put them back in the box.  Later, Freya noticed her Mum move the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the [MASK] ."
394,99,3,FB-C,"Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the box.",0.760844886302948,FB,C,box,"Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the [MASK] ."
395,99,4,FB-IC,"Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the kitbag.",2.6600396267895117e-06,FB,IC,kitbag,"Freya took off the new ballet shoes and put them back in the box.  While Freya was playing outside, her Mum moved the ballet shoes to the kitbag. When Freya wanted to wear her ballet shoes she looked in the [MASK] ."
396,100,1,TB-C,"Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. When Judith wanted to admire the portrait she looked in the lounge.",0.006199113093316556,TB,C,lounge,"Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. When Judith wanted to admire the portrait she looked in the [MASK] ."
397,100,2,TB-IC,"Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. When Judith wanted to admire the portrait she looked in the study.",0.02053051069378853,TB,IC,study,"Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. When Judith wanted to admire the portrait she looked in the [MASK] ."
398,100,3,FB-C,"Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. When Judith wanted to admire the portrait she looked in the study.",0.032882329076528556,FB,C,study,"Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. When Judith wanted to admire the portrait she looked in the [MASK] ."
399,100,4,FB-IC,"Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. When Judith wanted to admire the portrait she looked in the lounge.",0.09638940542936326,FB,IC,lounge,"Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. When Judith wanted to admire the portrait she looked in the [MASK] ."
400,101,1,TB-C,"Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. When Monika wanted to play her guitar she looked in the storeroom.",8.382861415157099e-05,TB,C,storeroom,"Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. When Monika wanted to play her guitar she looked in the [MASK] ."
401,101,2,TB-IC,"Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. When Monika wanted to play her guitar she looked in the corridor.",0.6086344122886658,TB,IC,corridor,"Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. When Monika wanted to play her guitar she looked in the [MASK] ."
402,101,3,FB-C,"Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. When Monika wanted to play her guitar she looked in the corridor.",0.48964786529541016,FB,C,corridor,"Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. When Monika wanted to play her guitar she looked in the [MASK] ."
403,101,4,FB-IC,"Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. When Monika wanted to play her guitar she looked in the storeroom.",1.1118143447674804e-05,FB,IC,storeroom,"Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. When Monika wanted to play her guitar she looked in the [MASK] ."
404,102,1,TB-C,"Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. When Dick wanted to use his laptop he looked in the briefcase.",0.016328724101185795,TB,C,briefcase,"Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. When Dick wanted to use his laptop he looked in the [MASK] ."
405,102,2,TB-IC,"Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. When Dick wanted to use his laptop he looked in the drawer.",0.0795699805021286,TB,IC,drawer,"Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. When Dick wanted to use his laptop he looked in the [MASK] ."
406,102,3,FB-C,"Dick turned off his laptop and put it in the drawer.  While Dick was pre-occupied, his secretary moved the laptop to the briefcase. When Dick wanted to use his laptop he looked in the drawer.",0.4942787289619446,FB,C,drawer,"Dick turned off his laptop and put it in the drawer.  While Dick was pre-occupied, his secretary moved the laptop to the briefcase. When Dick wanted to use his laptop he looked in the [MASK] ."
407,102,4,FB-IC,"Dick turned off his laptop and put it in the drawer.  While Dick was pre-occupied, his secretary moved the laptop to the briefcase. When Dick wanted to use his laptop he looked in the briefcase.",0.06205573678016663,FB,IC,briefcase,"Dick turned off his laptop and put it in the drawer.  While Dick was pre-occupied, his secretary moved the laptop to the briefcase. When Dick wanted to use his laptop he looked in the [MASK] ."
408,103,1,TB-C,"Dave wrote his postcards and put them in a pile on the table.  Later, Dave saw Lizzy move the postcards to the fireplace. When Dave wanted to post his postcards he looked on the fireplace.",0.003501896280795337,TB,C,fireplace,"Dave wrote his postcards and put them in a pile on the table.  Later, Dave saw Lizzy move the postcards to the fireplace. When Dave wanted to post his postcards he looked on the [MASK] ."
409,103,2,TB-IC,"Dave wrote his postcards and put them in a pile on the table.  Later, Dave saw Lizzy move the postcards to the fireplace. When Dave wanted to post his postcards he looked on the table.",0.2894473969936371,TB,IC,table,"Dave wrote his postcards and put them in a pile on the table.  Later, Dave saw Lizzy move the postcards to the fireplace. When Dave wanted to post his postcards he looked on the [MASK] ."
410,103,3,FB-C,"Dave wrote his postcards and put them in a pile on the table.  While Dave was bus outside, Lizzy moved the postcards to the fireplace. When Dave wanted to post his postcards he looked on the table.",0.18997593224048612,FB,C,table,"Dave wrote his postcards and put them in a pile on the table.  While Dave was bus outside, Lizzy moved the postcards to the fireplace. When Dave wanted to post his postcards he looked on the [MASK] ."
411,103,4,FB-IC,"Dave wrote his postcards and put them in a pile on the table.  While Dave was bus outside, Lizzy moved the postcards to the fireplace. When Dave wanted to post his postcards he looked on the fireplace.",0.01503989659249783,FB,IC,fireplace,"Dave wrote his postcards and put them in a pile on the table.  While Dave was bus outside, Lizzy moved the postcards to the fireplace. When Dave wanted to post his postcards he looked on the [MASK] ."
412,104,1,TB-C,"Catriona took out her hair bobble and put it on the windowsill.  Later, Catriona observed Mike move the hair bobble to the sideboard. When Catriona wanted to wear her hair bobble she looked on the sideboard.",1.5277599231922058e-05,TB,C,sideboard,"Catriona took out her hair bobble and put it on the windowsill.  Later, Catriona observed Mike move the hair bobble to the sideboard. When Catriona wanted to wear her hair bobble she looked on the [MASK] ."
413,104,2,TB-IC,"Catriona took out her hair bobble and put it on the windowsill.  Later, Catriona observed Mike move the hair bobble to the sideboard. When Catriona wanted to wear her hair bobble she looked on the windowsill.",1.5277599231922058e-05,TB,IC,windowsill,"Catriona took out her hair bobble and put it on the windowsill.  Later, Catriona observed Mike move the hair bobble to the sideboard. When Catriona wanted to wear her hair bobble she looked on the [MASK] ."
414,104,3,FB-C,"Catriona took out her hair bobble and put it on the windowsill.  While Catriona was distracted, Mike moved the hair bobble to the sideboard. When Catriona wanted to wear her hair bobble she looked on the windowsill.",1.9296134269097817e-05,FB,C,windowsill,"Catriona took out her hair bobble and put it on the windowsill.  While Catriona was distracted, Mike moved the hair bobble to the sideboard. When Catriona wanted to wear her hair bobble she looked on the [MASK] ."
415,104,4,FB-IC,"Catriona took out her hair bobble and put it on the windowsill.  While Catriona was distracted, Mike moved the hair bobble to the sideboard. When Catriona wanted to wear her hair bobble she looked on the sideboard.",1.9296134269097817e-05,FB,IC,sideboard,"Catriona took out her hair bobble and put it on the windowsill.  While Catriona was distracted, Mike moved the hair bobble to the sideboard. When Catriona wanted to wear her hair bobble she looked on the [MASK] ."
416,105,1,TB-C,"The lecturer saved his lecture slides onto the disk and put it in his rucksack.  Later, the lecturer spied the disk slip out to the street. When the lecturer wanted to check his disk he looked in the rucksack.",8.67877531618433e-07,TB,C,rucksack,"The lecturer saved his lecture slides onto the disk and put it in his rucksack.  Later, the lecturer spied the disk slip out to the street. When the lecturer wanted to check his disk he looked in the [MASK] ."
417,105,2,TB-IC,"The lecturer saved his lecture slides onto the disk and put it in his rucksack.  Later, the lecturer spied the disk slip out to the street. When the lecturer wanted to check his disk he looked in the street.",0.9416304230690002,TB,IC,street,"The lecturer saved his lecture slides onto the disk and put it in his rucksack.  Later, the lecturer spied the disk slip out to the street. When the lecturer wanted to check his disk he looked in the [MASK] ."
418,105,3,FB-C,"The lecturer saved his lecture slides onto the disk and put it in his rucksack.  But, while the lecturer was walking, the disk slipped out unnoticed to the street. When the lecturer wanted to check his disk he looked in the street.",0.8380223512649536,FB,C,street,"The lecturer saved his lecture slides onto the disk and put it in his rucksack.  But, while the lecturer was walking, the disk slipped out unnoticed to the street. When the lecturer wanted to check his disk he looked in the [MASK] ."
419,105,4,FB-IC,"The lecturer saved his lecture slides onto the disk and put it in his rucksack.  But, while the lecturer was walking, the disk slipped out unnoticed to the street. When the lecturer wanted to check his disk he looked in the rucksack.",2.846894631147732e-06,FB,IC,rucksack,"The lecturer saved his lecture slides onto the disk and put it in his rucksack.  But, while the lecturer was walking, the disk slipped out unnoticed to the street. When the lecturer wanted to check his disk he looked in the [MASK] ."
420,106,1,TB-C,"The midwife folded the clean towels and put them on the radiator.  Later, the midwife noticed her colleague move the towels to the shelf. When the midwife wanted to use the towels she looked on the shelf.",0.6488819718360901,TB,C,shelf,"The midwife folded the clean towels and put them on the radiator.  Later, the midwife noticed her colleague move the towels to the shelf. When the midwife wanted to use the towels she looked on the [MASK] ."
421,106,2,TB-IC,"The midwife folded the clean towels and put them on the radiator.  Later, the midwife noticed her colleague move the towels to the shelf. When the midwife wanted to use the towels she looked on the radiator.",5.2537532610585954e-05,TB,IC,radiator,"The midwife folded the clean towels and put them on the radiator.  Later, the midwife noticed her colleague move the towels to the shelf. When the midwife wanted to use the towels she looked on the [MASK] ."
422,106,3,FB-C,"The midwife folded the clean towels and put them on the radiator.  While the midwife was on a break, her colleague moved the towels to the shelf. When the midwife wanted to use the towels she looked on the radiator.",1.5013162737886884e-05,FB,C,radiator,"The midwife folded the clean towels and put them on the radiator.  While the midwife was on a break, her colleague moved the towels to the shelf. When the midwife wanted to use the towels she looked on the [MASK] ."
423,106,4,FB-IC,"The midwife folded the clean towels and put them on the radiator.  While the midwife was on a break, her colleague moved the towels to the shelf. When the midwife wanted to use the towels she looked on the shelf.",0.8877730369567871,FB,IC,shelf,"The midwife folded the clean towels and put them on the radiator.  While the midwife was on a break, her colleague moved the towels to the shelf. When the midwife wanted to use the towels she looked on the [MASK] ."
424,107,1,TB-C,"The physiotherapist rolled up the bandages and put them in the cupboard.  Later, the physiotherapist witnessed the trainee move the bandages to the drawer. When the physiotherapist wanted to use the bandages she looked in the drawer.",0.35447487235069275,TB,C,drawer,"The physiotherapist rolled up the bandages and put them in the cupboard.  Later, the physiotherapist witnessed the trainee move the bandages to the drawer. When the physiotherapist wanted to use the bandages she looked in the [MASK] ."
425,107,2,TB-IC,"The physiotherapist rolled up the bandages and put them in the cupboard.  Later, the physiotherapist witnessed the trainee move the bandages to the drawer. When the physiotherapist wanted to use the bandages she looked in the cupboard.",0.16731181740760803,TB,IC,cupboard,"The physiotherapist rolled up the bandages and put them in the cupboard.  Later, the physiotherapist witnessed the trainee move the bandages to the drawer. When the physiotherapist wanted to use the bandages she looked in the [MASK] ."
426,107,3,FB-C,"The physiotherapist rolled up the bandages and put them in the cupboard.  While the physiotherapist was not looking, the trainee moved the bandages to the drawer. When the physiotherapist wanted to use the bandages she looked in the cupboard.",0.2594936788082123,FB,C,cupboard,"The physiotherapist rolled up the bandages and put them in the cupboard.  While the physiotherapist was not looking, the trainee moved the bandages to the drawer. When the physiotherapist wanted to use the bandages she looked in the [MASK] ."
427,107,4,FB-IC,"The physiotherapist rolled up the bandages and put them in the cupboard.  While the physiotherapist was not looking, the trainee moved the bandages to the drawer. When the physiotherapist wanted to use the bandages she looked in the drawer.",0.7145205140113831,FB,IC,drawer,"The physiotherapist rolled up the bandages and put them in the cupboard.  While the physiotherapist was not looking, the trainee moved the bandages to the drawer. When the physiotherapist wanted to use the bandages she looked in the [MASK] ."
428,108,1,TB-C,"The bridesmaid applied her mascara and put it in the drawer.  Later, the bridesmaid watched her cousin move the mascara to the handbag. When the bridesmaid wanted to use the mascara she looked in the handbag.",5.159012289368551e-05,TB,C,handbag,"The bridesmaid applied her mascara and put it in the drawer.  Later, the bridesmaid watched her cousin move the mascara to the handbag. When the bridesmaid wanted to use the mascara she looked in the [MASK] ."
429,108,2,TB-IC,"The bridesmaid applied her mascara and put it in the drawer.  Later, the bridesmaid watched her cousin move the mascara to the handbag. When the bridesmaid wanted to use the mascara she looked in the drawer.",0.04250166565179825,TB,IC,drawer,"The bridesmaid applied her mascara and put it in the drawer.  Later, the bridesmaid watched her cousin move the mascara to the handbag. When the bridesmaid wanted to use the mascara she looked in the [MASK] ."
430,108,3,FB-C,"The bridesmaid applied her mascara and put it in the drawer.  While the bridesmaid was distracted, her cousin moved the mascara to the handbag. When the bridesmaid wanted to use the mascara she looked in the drawer.",0.024463232606649402,FB,C,drawer,"The bridesmaid applied her mascara and put it in the drawer.  While the bridesmaid was distracted, her cousin moved the mascara to the handbag. When the bridesmaid wanted to use the mascara she looked in the [MASK] ."
431,108,4,FB-IC,"The bridesmaid applied her mascara and put it in the drawer.  While the bridesmaid was distracted, her cousin moved the mascara to the handbag. When the bridesmaid wanted to use the mascara she looked in the handbag.",7.882531463110357e-06,FB,IC,handbag,"The bridesmaid applied her mascara and put it in the drawer.  While the bridesmaid was distracted, her cousin moved the mascara to the handbag. When the bridesmaid wanted to use the mascara she looked in the [MASK] ."
432,109,1,TB-C,"The builder took off his helmet and put it on the ground.  Later, the builder spotted his boss move the helmet to the desk. When the builder wanted to wear his helmet he looked on the desk.",0.5318344831466675,TB,C,desk,"The builder took off his helmet and put it on the ground.  Later, the builder spotted his boss move the helmet to the desk. When the builder wanted to wear his helmet he looked on the [MASK] ."
433,109,2,TB-IC,"The builder took off his helmet and put it on the ground.  Later, the builder spotted his boss move the helmet to the desk. When the builder wanted to wear his helmet he looked on the ground.",0.10444684326648714,TB,IC,ground,"The builder took off his helmet and put it on the ground.  Later, the builder spotted his boss move the helmet to the desk. When the builder wanted to wear his helmet he looked on the [MASK] ."
434,109,3,FB-C,"The builder took off his helmet and put it on the ground.  While the builder was away for lunch, his boss moved the helmet to the desk. When the builder wanted to wear his helmet he looked on the ground.",0.4014985263347626,FB,C,ground,"The builder took off his helmet and put it on the ground.  While the builder was away for lunch, his boss moved the helmet to the desk. When the builder wanted to wear his helmet he looked on the [MASK] ."
435,109,4,FB-IC,"The builder took off his helmet and put it on the ground.  While the builder was away for lunch, his boss moved the helmet to the desk. When the builder wanted to wear his helmet he looked on the desk.",0.06375248730182648,FB,IC,desk,"The builder took off his helmet and put it on the ground.  While the builder was away for lunch, his boss moved the helmet to the desk. When the builder wanted to wear his helmet he looked on the [MASK] ."
436,110,1,TB-C,"The electrician took a break from his work and put the wrench in the sink.  Later, the electrician saw Martha move the wrench to the bag. When the electrician wanted to use the wrench he looked in the bag.",0.07557465136051178,TB,C,bag,"The electrician took a break from his work and put the wrench in the sink.  Later, the electrician saw Martha move the wrench to the bag. When the electrician wanted to use the wrench he looked in the [MASK] ."
437,110,2,TB-IC,"The electrician took a break from his work and put the wrench in the sink.  Later, the electrician saw Martha move the wrench to the bag. When the electrician wanted to use the wrench he looked in the sink.",0.492117315530777,TB,IC,sink,"The electrician took a break from his work and put the wrench in the sink.  Later, the electrician saw Martha move the wrench to the bag. When the electrician wanted to use the wrench he looked in the [MASK] ."
438,110,3,FB-C,"The electrician took a break from his work and put the wrench in the sink.  While the electrician was away for a coffee, Martha moved the wrench to the bag. When the electrician wanted to use the wrench he looked in the sink.",0.10534964501857759,FB,C,sink,"The electrician took a break from his work and put the wrench in the sink.  While the electrician was away for a coffee, Martha moved the wrench to the bag. When the electrician wanted to use the wrench he looked in the [MASK] ."
439,110,4,FB-IC,"The electrician took a break from his work and put the wrench in the sink.  While the electrician was away for a coffee, Martha moved the wrench to the bag. When the electrician wanted to use the wrench he looked in the bag.",0.6921373605728149,FB,IC,bag,"The electrician took a break from his work and put the wrench in the sink.  While the electrician was away for a coffee, Martha moved the wrench to the bag. When the electrician wanted to use the wrench he looked in the [MASK] ."
440,111,1,TB-C,"The athlete took off his sports watch and put it on the bench.  Later, the athlete observed his coach move the sports watch to the shelf. When the athlete wanted to wear  his sports watch he looked on the shelf.",0.15215358138084412,TB,C,shelf,"The athlete took off his sports watch and put it on the bench.  Later, the athlete observed his coach move the sports watch to the shelf. When the athlete wanted to wear  his sports watch he looked on the [MASK] ."
441,111,2,TB-IC,"The athlete took off his sports watch and put it on the bench.  Later, the athlete observed his coach move the sports watch to the shelf. When the athlete wanted to wear  his sports watch he looked on the bench.",0.6173985004425049,TB,IC,bench,"The athlete took off his sports watch and put it on the bench.  Later, the athlete observed his coach move the sports watch to the shelf. When the athlete wanted to wear  his sports watch he looked on the [MASK] ."
442,111,3,FB-C,"The athlete took off his sports watch and put it on the bench.  While the athlete was showering, his coach moved the sports watch to the shelf. When the athlete wanted to wear  his sports watch he looked on the bench.",0.18758800625801086,FB,C,bench,"The athlete took off his sports watch and put it on the bench.  While the athlete was showering, his coach moved the sports watch to the shelf. When the athlete wanted to wear  his sports watch he looked on the [MASK] ."
443,111,4,FB-IC,"The athlete took off his sports watch and put it on the bench.  While the athlete was showering, his coach moved the sports watch to the shelf. When the athlete wanted to wear  his sports watch he looked on the shelf.",0.4486478269100189,FB,IC,shelf,"The athlete took off his sports watch and put it on the bench.  While the athlete was showering, his coach moved the sports watch to the shelf. When the athlete wanted to wear  his sports watch he looked on the [MASK] ."
444,112,1,TB-C,"The businessman took off his uncomfortable tie and put it in the drawer.  Later, the businessman spied Paula move the tie to the closet. When the businessman wanted to wear  the tie again he looked in the closet.",0.7527977824211121,TB,C,closet,"The businessman took off his uncomfortable tie and put it in the drawer.  Later, the businessman spied Paula move the tie to the closet. When the businessman wanted to wear  the tie again he looked in the [MASK] ."
445,112,2,TB-IC,"The businessman took off his uncomfortable tie and put it in the drawer.  Later, the businessman spied Paula move the tie to the closet. When the businessman wanted to wear  the tie again he looked in the drawer.",0.027428425848484036,TB,IC,drawer,"The businessman took off his uncomfortable tie and put it in the drawer.  Later, the businessman spied Paula move the tie to the closet. When the businessman wanted to wear  the tie again he looked in the [MASK] ."
446,112,3,FB-C,"The businessman took off his uncomfortable tie and put it in the drawer.  While the businessman was out of the office, Paula moved the tie to the closet. When the businessman wanted to wear  the tie again he looked in the drawer.",0.28374332189559937,FB,C,drawer,"The businessman took off his uncomfortable tie and put it in the drawer.  While the businessman was out of the office, Paula moved the tie to the closet. When the businessman wanted to wear  the tie again he looked in the [MASK] ."
447,112,4,FB-IC,"The businessman took off his uncomfortable tie and put it in the drawer.  While the businessman was out of the office, Paula moved the tie to the closet. When the businessman wanted to wear  the tie again he looked in the closet.",0.5974196195602417,FB,IC,closet,"The businessman took off his uncomfortable tie and put it in the drawer.  While the businessman was out of the office, Paula moved the tie to the closet. When the businessman wanted to wear  the tie again he looked in the [MASK] ."
